babyname,sex,origin
Orette,girl,Greek
Destinee,girl,French
Bronte,girl,Irish
Martina,girl,Latin
Jonnica,girl,Unknown
Elgiva,girl,Slavic
Joeri,boy,Unknown
Malchior,boy,Polish
Kyran,boy,Sanskrit
Tevyn,boy,American
Sondrina,girl,Unknown
Liahna,girl,French
Lindynn,girl,British
Iselda,girl,Unknown
DeMario,boy,American
Magnar,boy,Unknown
Illissa,girl,Greek
Davien,boy,American
Prudence,girl,Latin
Kearney,boy,Irish
Noeliz,girl,French
Hwa,girl,Unknown
Fahd,boy,Arabic
Bille,boy,German
Godewyn,boy,British
Trinnette,girl,Scandinavian
Alten,boy,British
Marje,girl,Latin
Orlagh,girl,Irish
Marjon,girl,Polish
Antwuan,boy,Latin
Karryll,girl,German
Roper,boy,British
Pawel,boy,Latin
Sindbah,boy,Unknown
Adsila,girl,Native American
Meaghen,girl,Unknown
Camile,girl,Latin
Alohalani,girl,Hawaiian
Haylie,girl,British
Aryabhata,boy,Indian
Le-,boy,American
Earnan,boy,Unknown
Omar,boy,Persian
Clarens,boy,Latin
Reza,girl,Hungarian
Nesi,girl,Greek
Porschecia,girl,Unknown
Kalli,girl,Sanskrit
Penney,girl,Greek
Matvei,boy,Unknown
Wassily,boy,Greek
Nikolai,boy,Greek
Thuraia,girl,Arabic
Correen,girl,Latin
Lorilei,girl,Unknown
Tannisha,girl,Danish
Avrum,boy,Hebrew
Vermont,boy,French
Nurya,boy,Hebrew
Adiel,boy,Arabic
Lillee,girl,Unknown
Baxter,boy,British
Hildred,girl,German
Tarisa,girl,Unknown
Rock,boy,Unknown
Iven,boy,French
Edana,girl,Gaelic
Salem,boy,Hebrew
Marcele,girl,Latin
Dessie,girl,Unknown
Rankin,boy,British
Damalas,girl,Latin
Arlyse,girl,Hebrew
Norwinn,boy,British
Omri,boy,Hebrew
Ashlianne,girl,British
Lativia,girl,Unknown
Lubor,boy,Unknown
Lydio,boy,Portuguese
Mansa,girl,Unknown
Broggan,boy,Irish
Zelima,girl,German
Jeroen,boy,Greek
Tifany,girl,Unknown
Caronn,girl,Danish
Carely,girl,German
Kauai,boy,Hawaiian
Woyzeck,boy,Slavic
Cortlandt,boy,British
Wardlea,boy,British
Arthel,boy,British
Selma,girl,German
Deirbhile,girl,Unknown
Genovefa,girl,French
Giorgos,boy,Unknown
Yusuff,boy,Unknown
Hedya,girl,Hebrew
Kamilah,girl,Arabic
Kiichi,boy,Unknown
Whitman,boy,British
Faydor,boy,German
Sheredon,girl,Gaelic
Warithu din,boy,Unknown
Murphie,boy,Irish
Anastacia,girl,Greek
Dekel,boy,Hebrew
Ellison,boy,British
Ragnor,boy,Norse
Larra,girl,Latin
Roselynda,girl,German
Silvania,girl,Latin
Edwardo,boy,British
Petaluma,girl,Unknown
Carlyse,girl,German
Zandra,girl,Spanish
Harleen,girl,British
Chavon,girl,Hebrew
Ricarda,girl,German
Jazmin,girl,Persian
Dentin,boy,British
Maxson,boy,Unknown
Arkhippos,boy,Greek
Belvider,boy,Italian
Tiandra,girl,Russian
Denlie,boy,British
Deakin,boy,Greek
Napoleone,boy,Unknown
Uilleam,boy,Unknown
Camyll,girl,Latin
Carollus,boy,Unknown
Arvyn,boy,German
Ewell,boy,British
Lashon,girl,Unknown
Korri,girl,Irish
Swain,boy,Norse
Beaslie,boy,British
Costanzo,boy,Latin
Sieara,girl,Unknown
Jessalyn,girl,Hebrew
Cullinan,boy,Irish
Delene,girl,French
Kazia,girl,Hebrew
Kelsei,girl,Unknown
Sharayah,girl,American
Amiri,boy,Hebrew
Syleena,girl,Greek
Blayze,boy,Latin
Aberham,boy,Hebrew
Alless,girl,German
Dalvwin,boy,Irish
Finette,girl,Hebrew
Honi,boy,Hebrew
Wellington,boy,British
Chrysilla,girl,Latin
Corynn,girl,Greek
Micaiah,girl,Hebrew
Khryseis,girl,Unknown
Leyla,girl,Arabic
Pluto,boy,Greek
Leoda,girl,German
Amandie,girl,Latin
Emonuel,boy,Hebrew
Zane,boy,Hebrew
Gabie,boy,Hebrew
Audry,girl,British
Jeovana,girl,Latin
Lusine,girl,Unknown
Roque,boy,Italian
Chivonne,girl,Hebrew
Masaru,boy,Unknown
Gerontios,boy,Unknown
Kapua,girl,Unknown
Kentin,boy,British
Valley,girl,Unknown
Brenndah,girl,Norse
Balaraba,girl,African
Merrilee,girl,British
Chevron,boy,French
Donndubhain,boy,Unknown
Margareta,girl,Greek
Tristine,girl,Unknown
Livingsten,boy,British
Dalal,girl,Unknown
Beagan,boy,Irish
Gregory,boy,Greek
Ruksanna,girl,Persian
Dorrance,boy,Irish
Brickel,boy,German
Kornelius,boy,Latin
Inderpal,boy,Unknown
Hillyer,boy,German
Berit,girl,Scandinavian
Silvy,girl,Latin
Sayid,boy,Arabic
Callen,girl,Scottish
Hugues,boy,German
Burnis,boy,British
Rickilee,girl,Unknown
Siegfried,boy,German
Roshena,girl,Unknown
Lombardi,boy,Latin
Bryan,boy,British
Schmuela,girl,Unknown
Halliwell,boy,British
Howe,boy,German
Ileana,girl,Hebrew
Angusina,girl,Celtic
Abe,boy,Hebrew
Wernhar,boy,German
Malva,girl,Greek
Kamrynn,girl,Scottish
Garfield,boy,British
Alaric,boy,German
Munny,boy,Unknown
Lerayne,girl,French
Aland,boy,German
Haddan,boy,British
Huyana,boy,Unknown
Rozelie,girl,French
Jeoconda,girl,Italian
Madaleine,girl,Hebrew
Jobie,girl,Hebrew
Kevina,girl,Irish
Ranay,girl,Latin
Zinaida,girl,Russian
Bakr,boy,Arabic
Ethan,boy,Hebrew
Vasillia,girl,Unknown
Kjell,boy,Unknown
Calandria,girl,Greek
Dilys,girl,Welsh
Rochell,girl,German
Dike,boy,British
Antaios,boy,Greek
Bram,boy,Scottish
Airlea,girl,Greek
Reyba,girl,Unknown
Richardette,girl,German
Tobia,boy,Hebrew
Jaran,boy,Hebrew
Reynaldos,boy,Latin
Stevana,girl,Greek
Clarrance,boy,Latin
Orielle,girl,Latin
Gazza,boy,Unknown
Saleema,girl,Arabic
Antone,boy,Latin
Mercedes,girl,Spanish
Bechira,girl,Hebrew
Danay,girl,Greek
Humfrey,boy,German
Josline,girl,German
Janeann,girl,Unknown
Berrtina,girl,German
Jazette,girl,American
Millward,boy,British
Pelage,girl,Greek
Goldwyn,boy,British
Morrey,boy,Latin
Gwendoly,girl,Unknown
Anstass,girl,Greek
Amadora,girl,Italian
Mackendra,girl,Scottish
Thuong,boy,Unknown
Gamblen,boy,Norse
Syndi,girl,Greek
Betti,girl,Hebrew
Rheanne,girl,Welsh
York,boy,British
Delmy,girl,German
Wiliama,boy,Unknown
Sariah,girl,Hebrew
Moana,girl,Unknown
Karolynne,girl,Slavic
Sylvain,boy,Unknown
Timothea,girl,Greek
Felise,girl,Latin
Nechama,girl,Hebrew
Norah,girl,Latin
Boutros,boy,Greek
Almarino,boy,German
Romella,girl,Latin
Rebeha,girl,Hebrew
Cecylia,girl,Welsh
Clemency,girl,Latin
Johnittia,girl,Unknown
Greenberry,boy,Unknown
Mirabel,girl,Latin
Adriane,girl,Latin
Damyana,girl,Greek
Keallie,girl,Unknown
Cassandero,boy,Spanish
Husniyya,girl,Unknown
Johnishi,girl,Unknown
Nova,girl,Latin
Livingstone,boy,British
Affrika,girl,Celtic
Siegfrida,girl,Unknown
Penelopa,girl,Greek
Harrison,boy,British
Dulcie,girl,Latin
Jacques Ives,boy,Unknown
Lakendria,girl,Unknown
Jaxson,boy,British
Nichols,boy,Greek
Annest,girl,Greek
Prestcot,boy,British
Peterson,boy,Greek
Faine,boy,British
Quenten,boy,Latin
Detlef,boy,German
Adalhard,boy,German
Ariette,girl,Greek
Sevan,boy,Unknown
Sharyn,girl,Hebrew
Cicero,boy,Latin
Haakin,boy,Scandinavian
Emiliana,girl,Latin
Hollee,girl,British
Khepera,boy,Unknown
Pam,girl,Greek
Jutka,girl,Unknown
Patrizius,boy,Latin
Swinton,boy,British
Nuriyah,boy,Hebrew
Valentinian,boy,Latin
Melvena,girl,British
Anika,girl,African
Yoshito,boy,Unknown
Brijitte,girl,Gaelic
Joyanne,girl,Latin
Dietmar,boy,German
Serina,girl,Latin
Avania,girl,Swahili
Jeramey,boy,Unknown
Cathelin,girl,Greek
Masina,girl,Unknown
D'anton,boy,French
Aryel,boy,Hebrew
Macarius,boy,Greek
Yousef,boy,Hebrew
Tezia,girl,Unknown
Kienen,boy,Irish
Pansy,girl,French
Jinger,girl,British
Jemario,boy,American
Gemul,boy,Arabic
Ramos,boy,Sanskrit
Bernadotte,girl,German
Krisztina,girl,Latin
Jaunita,girl,Unknown
Candita,girl,Latin
Audrina,girl,Modern
Reubin,boy,Hebrew
Misu,girl,Unknown
Caitlyn,girl,Greek
Presslee,boy,British
Vikie,girl,Unknown
Eldwynn,boy,British
Kally,girl,Latin
Heman,boy,German
Amelida,girl,German
Laina,girl,Latin
Delmore,boy,Spanish
Abame,girl,Hebrew
Idra,girl,Aramaic
Haytham,boy,Unknown
Raynald,boy,Latin
Chantarai,girl,French
Elmena,girl,German
Cherit,girl,Latin
Kelise,girl,Unknown
Orrick,boy,British
Padmasundara,girl,Unknown
Alvita,girl,Latin
Montae,boy,Unknown
Fiori,girl,Latin
Sedgwyck,boy,British
Maybell,girl,British
Idelisa,girl,Welsh
Daphney,girl,Greek
Tevis,boy,Irish
Rolf,boy,Scandinavian
Irwyn,boy,British
Graz,boy,Unknown
Lana,girl,Irish
Asbjorn,boy,Norse
Marcello,boy,Latin
Moniqua,girl,Unknown
Asher,boy,Hebrew
Olisa,girl,French
Illtud,boy,Unknown
Tenna,girl,Unknown
Sally Anne,girl,Unknown
Hedwig,girl,German
Kaydence,girl,Latin
Bellden,boy,French
Keletina,girl,Unknown
Keats,boy,British
Yuan,boy,Unknown
Sibel,girl,Greek
Estuardo,boy,Unknown
Brookelyn,girl,British
Melba,girl,Unknown
Susumu,boy,Unknown
Vilko,boy,Unknown
Paco,boy,Spanish
Warton,boy,British
Soter,boy,Unknown
Cynthie,girl,Greek
Oktawja,girl,Unknown
Roxana,girl,Persian
Chip,boy,British
Loralei,girl,German
Gualtiero,boy,German
Nohemi,girl,Unknown
Tada,girl,Aramaic
Waltraud,girl,Unknown
Abondio,boy,Latin
Billa,girl,German
Eberardo,boy,Spanish
Taitiann,girl,Russian
Asima,girl,Arabic
Brunnhilda,girl,German
Sigmunda,girl,Italian
Nicoll,boy,Greek
Osma,girl,Scandinavian
Stevonne,girl,Greek
Lemmie,boy,Hebrew
Ciarrah,girl,Celtic
Abella,girl,Hebrew
Naji,boy,Unknown
Simoane,girl,Unknown
Adrieanna,girl,Latin
Owain,boy,Scottish
Daimond,boy,Unknown
Niquita,girl,Greek
Shandi,girl,British
Rosita,girl,Latin
Zdenek,boy,Unknown
Eilean,girl,Unknown
Tyrena,girl,British
Renata,girl,Latin
Ryleigh,girl,British
Vilma,girl,Native American
Thorsson,boy,Norse
Christiana,girl,Latin
Manumakalii,boy,Unknown
Maskini,girl,Unknown
Greagoir,boy,Unknown
Sinisa,girl,Greek
Leonard,boy,German
Leeahnne,girl,Unknown
Radoslava,girl,Unknown
Sonny,boy,British
Ardah,girl,Hebrew
Konstant,boy,Unknown
Thornleigh,boy,British
Mortymer,boy,French
Jabesh,boy,Hebrew
Colden,boy,British
Vyvyanne,girl,Latin
Fecelia,girl,Latin
Ginamaria,girl,Unknown
Shenelle,girl,French
Wolcott,boy,British
Lizzi,girl,Hebrew
Cannon,boy,French
Reuban,boy,Hebrew
Walwynne,boy,Welsh
Holianne,girl,Unknown
Vicensa,girl,Unknown
Mahir,boy,Arabic
Kismat,girl,Arabic
Marven,boy,Welsh
Ciar,girl,Celtic
Dennette,girl,French
Adalric,boy,German
DeMarquez,boy,American
Brauwin,girl,Welsh
Adollf,boy,German
Elora,girl,Greek
Karlina,girl,Slavic
Samm,boy,Unknown
Jaason,boy,Unknown
Wainwright,boy,British
Caitrionagh,girl,Greek
Maximilianus,boy,Latin
Eysteinn,boy,Unknown
Teobaldo,boy,German
Julyne,girl,Latin
Remko,boy,Unknown
Ivanka,girl,Slavic
Balder,boy,British
Shurka,girl,Russian
Walentya,girl,Unknown
Ossin,boy,Gaelic
Calen,girl,Greek
Chevonne,girl,Hebrew
Washburn,boy,British
Patrycja,girl,Unknown
Allaster,boy,Scottish
Marelda,girl,German
Ateef,boy,Arabic
Kharmion,girl,Unknown
Tymmeeka,girl,Unknown
Ashaunte,girl,Ghanaian
Anakela,girl,Hawaiian
Uhlrike,girl,German
Radmund,boy,Unknown
Janitra,girl,Unknown
Mervyn,boy,Welsh
Vanissa,girl,Greek
Iakob,boy,Hebrew
Ricquelle,girl,Unknown
Yusuke,boy,Unknown
Geertruida,girl,Unknown
Tabasco,boy,Unknown
Vennisa,girl,Greek
Tamekia,girl,Unknown
Gabrijela,girl,Unknown
Jenene,girl,British
Kayci,girl,Irish
Jasmyne,girl,Persian
Sadhbh,girl,Unknown
Tennyson,boy,British
Avry,boy,British
Ponthos,boy,Latin
Anisah,girl,Arabic
Clementyn,girl,Latin
Katrionaugh,girl,Greek
Oprah,girl,Hebrew
Lisette,girl,Hebrew
Giannos,boy,Hebrew
Sharity,girl,Latin
Meldon,boy,British
Gunde,boy,Unknown
Mair,girl,Latin
Rumer,girl,Unknown
Kevynne,girl,Irish
Timofey,boy,Greek
Zephyrus,boy,Greek
Walerian,boy,Unknown
Blanco,boy,Spanish
Derek,boy,German
Raini,girl,Unknown
Wilmina,girl,German
Jarid,boy,Hebrew
Iwan,boy,Slavic
Szymond,boy,German
Evin,boy,Welsh
Travers,boy,French
Liberty,girl,British
DeWonn,boy,American
Milla,girl,Latin
Loranna,girl,Unknown
Erez,boy,Hebrew
Catfish,boy,Unknown
Muriella,girl,Irish
Jonika,girl,Unknown
Adeleke,boy,African
Romula,girl,Latin
Aryanne,girl,Greek
Leela,girl,Arabic
Endicott,boy,British
Yitro,boy,Unknown
Vasiliya,girl,Unknown
Farrel,boy,Irish
Lidiya,girl,Unknown
Clelia,girl,Latin
Katelijn,girl,Greek
Nanny,girl,Hebrew
Mazi,boy,Unknown
Sabrene,girl,Celtic
Allger,boy,British
Leicester,boy,British
Taft,boy,French
Eleri,girl,Welsh
Donika,girl,Slavic
Ginya,girl,Latin
Mauli,girl,Unknown
Ellerey,boy,British
Bellamey,boy,French
Alveenia,girl,British
Cherin,girl,Hebrew
Damita,girl,Spanish
Pia,girl,Latin
Inocencia,girl,Spanish
Providencia,girl,Unknown
Omyra,girl,Latin
Capp,boy,French
Zuma,girl,Arabic
Ilaria,girl,Latin
Himalda,girl,Italian
Maritere,girl,Unknown
Ronay,girl,British
Melvil,boy,Unknown
Brodryck,boy,German
Julene,girl,Unknown
Jannis,girl,Unknown
Annaliesa,girl,Latin
Benedetto,boy,Latin
Philia,girl,Greek
Both,boy,Scandinavian
Eydra,girl,British
Chiquita,girl,Spanish
Thaddea,girl,Aramaic
Ulick,boy,Irish
Norvel,boy,French
Koemi,girl,Japanese
Mitsuaki,boy,Unknown
Botulf,boy,British
Margret,girl,Greek
Jerrall,boy,British
Tiffane,girl,Unknown
Les,boy,Scottish
Alldyne,girl,Latin
Delfo,boy,Unknown
Neala,girl,Irish
Tiffnay,girl,Unknown
Sayda,girl,Arabic
Guy,boy,German
Yardly,boy,British
Sardegna,girl,Unknown
Basja,girl,Polish
Socaria,girl,Spanish
Garnar,boy,British
Izak,boy,Hebrew
Villiers,boy,French
Norwyn,boy,British
Humfrid,boy,German
Geraldina,girl,German
Letichia,girl,Unknown
Arrio,boy,Spanish
Ahkeem,boy,Arabic
Mark,boy,Latin
Sheryl,girl,German
Galtero,boy,German
Avenil,boy,French
Anatolio,boy,Greek
Hawkyns,boy,British
Bhakati,boy,Indian
Crawford,boy,British
Jesreel,girl,Hebrew
Dimitey,girl,Unknown
Mahnaz,girl,Unknown
Farnum,boy,British
Jahnelle,girl,Unknown
Marlayna,girl,German
Armida,girl,Spanish
Louisine,girl,German
Lorelle,girl,Latin
Tonye,girl,Unknown
Tanamaree,girl,Russian
Helgi,boy,Norse
Joella,girl,French
Reham,girl,Unknown
Seraphine,girl,Hebrew
Vinh,girl,Unknown
Thoreau,boy,French
Eldrege,boy,German
Ethelwin,boy,British
Chrisantha,girl,Spanish
Kalley,girl,Greek
Aed,boy,Irish
Abrahamo,boy,Hebrew
Estevon,boy,Spanish
Tijs,boy,Hebrew
Maurus,boy,Latin
Vernetta,girl,Latin
Napier,boy,Scottish
London,boy,American
Darryan,boy,Unknown
Tienan,boy,Irish
Sefirina,girl,Spanish
Kliff,boy,Unknown
Riocard,boy,German
Reberta,girl,German
Lauro,boy,Unknown
Fiala,girl,Czech
Caeley,girl,Celtic
Noslen,boy,Unknown
Curtiss,boy,French
Hanlee,boy,British
Enza,girl,German
Marten,boy,Latin
Mariland,boy,Unknown
Adelyta,girl,Latin
Faustine,girl,Latin
Caelestis,girl,Latin
Vitas,boy,Latin
Tomislav,boy,Unknown
Karensa,girl,Unknown
Symone,girl,Hebrew
Dardanio,boy,Greek
Imogen,girl,Irish
Gascon,boy,French
Nitsa,girl,German
Negida,girl,Hebrew
Rondanielle,girl,Unknown
Kalyan,boy,Unknown
Alfredia,girl,German
Chelese,girl,British
Earline,girl,British
Djamel,boy,Unknown
Dorion,boy,Greek
Quianna,girl,American
Denby,boy,Scandinavian
Khierstyn,girl,Unknown
Eustazio,boy,Greek
Mabe,girl,Unknown
Taimah,girl,Native American
Tashara,girl,American
Lynett,girl,Welsh
Deangellis,girl,Unknown
Lekesia,girl,Unknown
Albany,boy,Latin
Adrion,boy,Latin
Birgit,girl,Norwegian
Ysotte,girl,Unknown
Philis,girl,Greek
Yokheved,girl,Unknown
Genivra,girl,Welsh
Bristow,boy,British
Helenann,girl,Greek
Elbe,girl,Unknown
Heda,girl,Hebrew
Dang,boy,Unknown
Giacinto,boy,Spanish
Philiberta,girl,German
Amory,boy,British
Crisanta,girl,Spanish
Phyllys,girl,Greek
Fyodora,girl,Greek
Rollins,boy,German
Rasya,girl,Latin
Trefor,boy,Welsh
Tami,girl,Japanese
Ayslin,girl,Irish
Lami,girl,Unknown
Franka,girl,Latin
Liby,girl,British
Medard,boy,Unknown
Elder,boy,British
Narcyssa,girl,Greek
Erico,boy,Spanish
Xylona,girl,Greek
Jesca,girl,Hebrew
Rawand,girl,Unknown
Osaka,girl,Japanese
Miroslava,girl,Slavic
Albino,boy,Latin
Pamelina,girl,Greek
Ogunsanwo,boy,Unknown
Kasondra,girl,Greek
Primalia,girl,Latin
Rodie,girl,Latin
Mindee,girl,British
Zolaria,girl,Unknown
Onophrio,boy,Italian
Lieselotte,girl,French
Alis,girl,German
Jadeann,girl,Unknown
Metodej,boy,Unknown
Natsuko,girl,Unknown
Folasade,girl,Unknown
Garda,girl,Norse
Tammany,boy,Native American
Yetunde,girl,Unknown
Harloe,boy,British
Suhayla,girl,Unknown
Cyrkle,girl,Unknown
Gennesiss,girl,Hebrew
Raphaella,girl,Hebrew
Yoav,boy,Unknown
Andros,boy,Greek
Luciana,girl,Latin
Genessa,girl,Hebrew
Jerusha,girl,Hebrew
Mitsuye,girl,Unknown
Hesekiah,boy,Unknown
Cataleen,girl,Greek
Umnia,girl,Arabic
Margerie,girl,Greek
Terezilya,girl,Greek
Morrowe,boy,Celtic
Hillory,girl,Unknown
Rayona,girl,Unknown
Andonia,boy,Greek
Laurenza,girl,Latin
Jasma,girl,Unknown
Candase,girl,Latin
Roldan,boy,German
Trystram,boy,Unknown
Marlana,girl,German
Enid,girl,Welsh
Launa,girl,Unknown
Gil,boy,Hebrew
Corinne,girl,Greek
Yafit,girl,Unknown
Tyquonne,boy,Unknown
Orphea,girl,Unknown
Magnhilde,girl,German
Lenda,girl,German
Roche,boy,Italian
Kennya,girl,Unknown
Allexandrina,girl,Greek
Carisse,girl,Greek
Pinhas,boy,Unknown
Edsel,boy,German
Ahearn,boy,Celtic
Oszkar,boy,Unknown
Ayo,boy,African
Courtnee,girl,French
Avidan,boy,Hebrew
Reginald,boy,Latin
Hiromi,boy,Unknown
Wonda,girl,Slavic
Alessio,boy,Greek
Albis,boy,Latin
Verle,boy,Unknown
Asphodelle,girl,Greek
Lanora,girl,Greek
Allona,girl,Hebrew
Eyde,girl,British
Abdul,boy,Arabic
Juani,girl,Unknown
Thorbjorn,boy,Norse
Teofanie,girl,Greek
Roselina,girl,Latin
Deodat,boy,Unknown
Klaire,girl,Latin
Samson,boy,Hebrew
Christana,girl,Latin
Jazzmen,girl,Unknown
Jakeisha,girl,American
Kyana,girl,Unknown
Deby,girl,Hebrew
Craigie,boy,Scottish
Kamran,boy,Unknown
D'Amante,boy,American
Masako,girl,Unknown
Nwoye,boy,Unknown
Jenney,girl,Unknown
Hakeem,boy,Arabic
Chalia,girl,American
Brande,girl,British
Cintra,girl,Unknown
Mahomet,boy,Arabic
Pallas,girl,Greek
Trail,boy,British
Emmanuelle,girl,Hebrew
Nihad,girl,Unknown
Adonis,boy,Greek
Niven,boy,Latin
Jasonna,girl,Unknown
Morfin,boy,Scottish
Ignazia,girl,Unknown
Jorai,girl,Unknown
Bryjet,girl,Gaelic
Ahbiel,boy,Hebrew
Vivyanne,girl,Latin
Taima,girl,Native American
Geenia,girl,Latin
Elizaveta,girl,Unknown
Erno,boy,German
Vita,girl,Latin
Esenin,boy,Russian
McCoy,boy,British
Vernados,boy,German
Abd al Jawwad,boy,Arabic
Carswell,boy,British
Wilhamina,girl,Unknown
Crayston,boy,Unknown
Shardai,girl,Unknown
Chasina,girl,Aramaic
Quinci,girl,French
Alyssia,girl,Greek
Weatherly,boy,British
Jodanna,girl,Unknown
Valrie,girl,Unknown
Alexa,girl,Greek
Artur,boy,Celtic
Katia,girl,Greek
Ryann,girl,Irish
Felisha,girl,Latin
Teodor,boy,Greek
Chiana,girl,Native American
Annegret,girl,German
Carolin,girl,German
Vollker,boy,Norse
Chapman,boy,British
Thacher,boy,British
Durga,girl,Indian
Tho,boy,Unknown
Khamidi,boy,Unknown
Bacchus,boy,Greek
Aisling,girl,Irish
Maralina,girl,Hebrew
Varsha,girl,Unknown
Xiomara,girl,Greek
Kiona,girl,American
Douglass,boy,Scottish
Persis,girl,Greek
Welborne,boy,British
Tzigana,girl,Hungarian
Serena,girl,Latin
Kaylynn,girl,American
Shepperd,boy,British
Anatola,girl,Greek
Trinadette,girl,Scandinavian
Harben,boy,German
Euell,boy,British
Dontey,boy,Italian
Dahlina,girl,German
Colyn,boy,Scottish
Jillianna,girl,Unknown
Olinija,girl,Russian
Cherita,girl,French
Cassundra,girl,Greek
Verbeena,girl,Latin
Yuk,girl,Unknown
Camillus,boy,Latin
Dago,boy,Spanish
Amgad,boy,Arabic
Ulrica,girl,German
Ilonka,girl,Hungarian
Jamillah,girl,Unknown
Zayra,girl,Arabic
Sofia,girl,Greek
Victorino,boy,Latin
Becca,girl,Modern
Brik,boy,British
Adeena,girl,Hebrew
Beyron,boy,British
Bridie,girl,Irish
Sharanee,girl,Unknown
Cherylin,girl,French
Miyana,girl,Hebrew
Lyons,boy,French
Terelynn,girl,British
Grethe,girl,German
Aricelius,boy,Spanish
Azeem,boy,Arabic
Berlyn,boy,German
Genya,girl,Latin
Gunnel,girl,Norse
Jillissa,girl,Unknown
Elroi,boy,French
Siseel,girl,Welsh
Janalisa,girl,Unknown
Sebestyen,boy,Greek
Agamemnon,boy,Greek
Korissa,girl,Greek
Mackinac,boy,Unknown
Msafiri,boy,Unknown
Shaeli,girl,Unknown
Natalija,girl,Unknown
Kelso,boy,Unknown
Elleora,girl,Hebrew
Marzell,boy,American
Alexanna,girl,Greek
Shalita,girl,American
Placyd,boy,Spanish
Xaviero,boy,Latin
Jillenne,girl,Unknown
Theida,girl,German
Nikhil,boy,Indian
Reva,girl,Unknown
Dahnya,girl,Italian
Aloisa,girl,German
Sherriden,girl,Gaelic
Ceileigh,girl,Welsh
Candelareo,boy,Spanish
Like,girl,Unknown
Nedrick,boy,Unknown
Raedine,girl,Unknown
Jacodi,girl,American
Apirkah,girl,Celtic
Cenobie,girl,Greek
Danniele,girl,Hebrew
Karmyn,girl,Hebrew
Stefinney,girl,Greek
Shardei,girl,Unknown
Joliet,girl,French
Seward,boy,British
Davion,boy,American
Agnese,girl,Greek
Orya,girl,Hebrew
Shantele,girl,Unknown
Elithia,girl,Greek
Kerbie,boy,German
Siska,girl,Unknown
Uilleac,boy,Unknown
Estanislao,boy,Unknown
Brentin,boy,British
Virl,boy,Unknown
Boris,boy,Slavic
Dorey,girl,Greek
Jocelyne,girl,German
Morrley,boy,British
Ryenne,girl,Irish
Gabrila,girl,Hebrew
Batsheva,girl,Hebrew
Mishell,girl,Unknown
Dellina,girl,German
Quintana,girl,Unknown
Tasmin,girl,Unknown
Reinier,boy,German
Laquela,girl,Unknown
Alaula,girl,Hawaiian
Larine,girl,Unknown
Sacajawea,girl,Unknown
Kirkwell,boy,British
Elida,girl,Latin
Maurizia,girl,Latin
Sheppard,boy,British
Hoyte,boy,Unknown
Gretha,girl,German
Tyrus,boy,American
Ryoko,girl,Unknown
Babb,girl,Latin
Meloni,girl,Greek
Abhiraja,boy,Indian
Jachin,boy,Hebrew
Deonys,boy,Greek
Vayga,girl,Arabic
Zorah,girl,Slavic
Harmon,boy,German
Rubia,girl,British
Jillisa,girl,Unknown
Abiel,boy,Hebrew
Ileesia,girl,Latin
Wendale,boy,German
Mikol,boy,Hebrew
Ella,girl,German
Ans,girl,Dutch
Chadley,boy,Unknown
Ehtel,girl,British
Siarra,girl,Unknown
Gin,girl,Unknown
Emmalynn,girl,Latin
Barth,boy,Aramaic
Lonnard,boy,German
Yusef,boy,Unknown
Chuma,girl,Aramaic
Tedessa,girl,Unknown
Terenne,girl,Unknown
Gilbert,boy,French
Ginette,girl,Italian
Della,girl,German
Lilyan,girl,Latin
Tamsinne,girl,British
Amynah,girl,Arabic
Zenina,girl,Greek
Andrianne,girl,Greek
Hagrid,boy,Unknown
Chantea,girl,French
Gaillhard,boy,British
Stjepan,boy,Unknown
Felippe,boy,Spanish
Armandina,girl,German
Abigayil,girl,Hebrew
Osvalda,girl,Unknown
Tatyana,girl,Russian
Shirlee,girl,British
Thurlow,boy,British
Hanssen,boy,Scandinavian
Darylyne,girl,British
Desiderata,girl,Unknown
Elgin,boy,Gaelic
Larron,boy,Modern
Elfrida,girl,German
Gidi,boy,Hebrew
Karess,girl,Greek
Tiphanie,girl,Greek
Tansy,girl,Greek
Ignatius,boy,Latin
Karlla,girl,Greek
Henrika,girl,German
Miky,boy,Hebrew
Geremia,boy,Italian
Hardon,boy,British
Akilesh,boy,Indian
Orval,boy,British
Dorcey,girl,British
Carlise,girl,German
Amana,girl,Hebrew
Raechard,boy,German
Arena,girl,British
Sioltach,boy,Unknown
Caddock,boy,Welsh
Jean Luc,boy,Unknown
Gaynnor,boy,Irish
Anthia,girl,Greek
Pierina,girl,French
Latavis,girl,Unknown
Alaster,boy,Greek
Mattaniah,boy,Hebrew
Cianna,girl,Italian
Cailean,boy,Scottish
Alista,girl,Greek
Keileigh,girl,Unknown
Amichai,boy,Hebrew
Izzi,girl,Unknown
Zanda,girl,Greek
Gianney,boy,Italian
Damaris,girl,Latin
Brooklynne,girl,German
Honor,girl,Latin
Quintonice,girl,Latin
Nyomi,girl,Unknown
Lombard,boy,Latin
Renatus,boy,French
Devinee,girl,Irish
Braydan,boy,Irish
Zolia,girl,Italian
Saidee,girl,Hebrew
Melvie,girl,British
Ariana,girl,Welsh
Kearn,boy,Irish
Jacquel,girl,French
Blodwen,girl,Welsh
Alidah,girl,Latin
Sharmain,girl,German
Waynewright,boy,British
Gaelan,boy,Greek
Brockton,boy,British
Kissie,girl,Hebrew
Warrens,boy,Unknown
Mazarine,girl,French
